incident_time,city,location_type,longitude,latitude,subcategory,category,gender,age,attitude,notes
2021-07-19 11:21:00,Afula,public,35.31314104689195,32.61934533356127,cup,wrappers,male,20-29,positive,
2021-07-19 11:30:00,Afula,public,35.31314104689195,32.61934533356127,cup,wrappers,male,30-49,positive,
2021-07-19 11:40:00,Afula,public,35.31314104689195,32.61934533356127,cigarette,cigarettes,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 01:41:00,Afula,public,35.31314104689195,32.61934533356127,mask,misc,male,30-49,positive,
2021-07-19 11:42:00,Afula,public,35.31314104689195,32.61934533356127,package,wrappers,female,50-69,positive,
2021-07-19 12:25:00,Afula,public,35.31314104689195,32.61934533356127,mask,misc,female,30-49,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 12:29:00,Afula,public,35.31314104689195,32.61934533356127,cigarette,cigarettes,male,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-07-19 11:44:00,Afula,public,35.31314104689195,32.61934533356127,cup,wrappers,male,30-49,positive,
2021-07-19 11:47:00,Afula,public,35.31314104689195,32.61934533356127,package,wrappers,female,50-69,positive,
2021-07-19 11:58:00,Afula,public,35.31314104689195,32.61934533356127,mask,misc,male,30-49,positive,
2021-07-19 12:00:00,Afula,public,35.31314104689195,32.61934533356127,cigarette,cigarettes,male,50-69,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 12:06:00,Afula,public,35.31314104689195,32.61934533356127,other,misc,male,30-49,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 12:13:00,Afula,public,35.31314104689195,32.61934533356127,package,wrappers,female,30-49,positive,
2021-07-19 12:10:00,Afula,public,35.31314104689195,32.61934533356127,bag,wrappers,female,20-29,positive,
2021-07-19 12:12:00,Afula,public,35.31314104689195,32.61934533356127,other,misc,male,30-49,positive,
2021-07-19 12:17:00,Afula,public,35.31314104689195,32.61934533356127,cigarette,cigarettes,male,30-49,positive,
2021-07-19 12:21:00,Afula,public,35.31314104689195,32.61934533356127,cup,wrappers,male,30-49,positive,
2021-07-19 12:22:00,Afula,public,35.31314104689195,32.61934533356127,mask,misc,female,30-49,positive,
2021-07-20 08:28:00,Afula,industrial,35.5043128,32.7057839,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-20 08:40:00,Afula,industrial,35.5043128,32.7057839,cup,wrappers,male,50-69,positive,
2021-07-20 08:34:00,Afula,industrial,35.5043128,32.7057839,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-20 09:15:00,Afula,industrial,35.5043128,32.7057839,cigarette filter,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-21 11:47:00,Afula,industrial,35.3255263,32.6329764,cigarette,cigarettes,male,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-21 12:23:00,Afula,industrial,35.3255263,32.6329764,cup,wrappers,female,20-29,positive,
2021-07-22 15:06:00,Afula,commercial,35.347832610525096,32.6466813328072,other,misc,female,30-49,positive,
2021-07-22 15:17:00,Afula,commercial,35.347832610525096,32.6466813328072,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-22 15:32:00,Afula,commercial,35.347832610525096,32.6466813328072,bag,wrappers,female,20-29,positive,
2021-07-22 15:40:00,Afula,commercial,35.347832610525096,32.6466813328072,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-22 15:54:00,Afula,commercial,35.347832610525096,32.6466813328072,other,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-22 16:00:00,Afula,commercial,35.347832610525096,32.6466813328072,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-22 16:07:00,Afula,commercial,35.347832610525096,32.6466813328072,bag,wrappers,female,20-29,positive,
2021-07-19 10:55:00,Ashkelon,commercial,34.5702537,31.6682849,bottle,liquid containers,male,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 10:57:00,Ashkelon,commercial,34.5702537,31.6682849,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:06:00,Ashkelon,commercial,34.5702537,31.6682849,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:08:00,Ashkelon,commercial,34.5702537,31.6682849,paper,biodegradables,male,20-29,positive,
2021-07-19 11:10:00,Ashkelon,commercial,34.5702537,31.6682849,cigarette,cigarettes,female,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:11:00,Ashkelon,commercial,34.5702537,31.6682849,package,wrappers,female,10-19,positive,
2021-07-19 11:18:00,Ashkelon,commercial,34.5702537,31.6682849,cup,wrappers,male,70 ומעלה,positive,
2021-07-19 11:20:00,Ashkelon,commercial,34.5702537,31.6682849,other,misc,male,20-29,positive,
2021-07-19 10:57:00,Ashkelon,leisure,34.556561,31.6583842,cigarette filter,cigarettes,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 11:01:00,Ashkelon,leisure,34.556561,31.6583842,cigarette filter,cigarettes,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:09:00,Ashkelon,leisure,34.556561,31.6583842,cup,wrappers,female,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 11:13:00,Ashkelon,leisure,34.556561,31.6583842,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:20:00,Ashkelon,leisure,34.556561,31.6583842,cup,wrappers,male,30-49,positive,
2021-07-19 10:58:00,Ashkelon,leisure,34.5876339,31.6712909,cigarette filter,cigarettes,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 11:07:00,Ashkelon,leisure,34.5876339,31.6712909,other,misc,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 11:09:00,Ashkelon,leisure,34.5876339,31.6712909,paper,biodegradables,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:11:00,Ashkelon,leisure,34.5876339,31.6712909,poop,biodegradables,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:50:00,Ashkelon,leisure,34.5686727,31.653105,package,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:55:00,Ashkelon,leisure,34.5686727,31.653105,tincan,liquid containers,male,10-19,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 12:08:00,Ashkelon,leisure,34.5686727,31.653105,package,wrappers,male,5-9,positive,
2021-07-19 12:10:00,Ashkelon,leisure,34.5686727,31.653105,tincan,liquid containers,female,10-19,positive,
2021-07-19 11:18:00,Ashkelon,residential,34.5822697,31.6593929,tincan,liquid containers,male,20-29,positive,
2021-07-19 11:23:00,Ashkelon,residential,34.5822697,31.6593929,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:25:00,Ashkelon,residential,34.5822697,31.6593929,bag,wrappers,female,20-29,positive,
2021-07-19 11:27:00,Ashkelon,residential,34.5822697,31.6593929,cigarette filter,cigarettes,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 11:34:00,Ashkelon,residential,34.5822697,31.6593929,cardboard,biodegradables,male,20-29,positive,
2021-07-19 11:20:00,Ashkelon,leisure,34.5688946,31.6834448,bottle,liquid containers,female,10-19,positive,
2021-07-19 11:24:00,Ashkelon,leisure,34.5688946,31.6834448,cigarette,cigarettes,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 11:29:00,Ashkelon,leisure,34.5688946,31.6834448,bottle,liquid containers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:38:00,Ashkelon,leisure,34.5688946,31.6834448,paper,biodegradables,male,10-19,positive,
2021-07-19 11:42:00,Ashkelon,leisure,34.5688946,31.6834448,bag,wrappers,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 11:46:00,Ashkelon,leisure,34.5688946,31.6834448,other,misc,male,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 11:13:00,Ashkelon,leisure,34.5875526,31.6717994,snack,misc,male,20-29,negative,ילד שנתן פריט לכלוך להורה וההורה השליך את פריט הלכלוך
2021-07-19 11:15:00,Ashkelon,leisure,34.5875526,31.6717994,other,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:15:00,Ashkelon,leisure,34.5875526,31.6717994,other,misc,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 11:18:00,Ashkelon,leisure,34.5875526,31.6717994,snack,misc,male,30-49,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-07-19 11:22:00,Ashkelon,residential,34.5822573,31.659439,bag,wrappers,male,50-69,positive,
2021-07-19 11:24:00,Ashkelon,residential,34.5822573,31.659439,cigarette filter,cigarettes,male,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-07-19 11:28:00,Ashkelon,residential,34.5822573,31.659439,cigarette filter,cigarettes,male,10-19,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 11:34:00,Ashkelon,residential,34.5822573,31.659439,cardboard,biodegradables,male,20-29,positive,
2021-07-19 11:31:00,Ashkelon,commercial,34.5875905,31.6717471,cup,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:57:00,Ashkelon,commercial,34.5875905,31.6717471,cup,wrappers,female,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 12:00:00,Ashkelon,commercial,34.5875905,31.6717471,mask,misc,male,20-29,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-07-19 11:30:00,Ashkelon,commercial,34.5793858,31.6699314,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:35:00,Ashkelon,commercial,34.5793858,31.6699314,bag,wrappers,male,50-69,positive,
2021-07-19 11:40:00,Ashkelon,commercial,34.5793858,31.6699314,mask,misc,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 11:47:00,Ashkelon,commercial,34.5793858,31.6699314,cup,wrappers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 11:50:00,Ashkelon,commercial,34.5793858,31.6699314,bag,wrappers,male,30-49,negative,אחר (יש לפרט את התיאור המתאים בהערות)
2021-07-19 11:57:00,Ashkelon,commercial,34.5793858,31.6699314,cup,wrappers,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 11:58:00,Ashkelon,leisure,34.5591126,31.6589308,cup,wrappers,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 12:03:00,Ashkelon,leisure,34.5591126,31.6589308,cigarette,cigarettes,male,30-49,positive,
2021-07-19 12:06:00,Ashkelon,leisure,34.5591126,31.6589308,snack,misc,female,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 12:47:00,Ashkelon,commercial,34.5677867,31.649854,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 12:50:00,Ashkelon,commercial,34.5677867,31.649854,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 12:53:00,Ashkelon,commercial,34.5677867,31.649854,bottle,liquid containers,male,20-29,positive,
2021-07-19 12:59:00,Ashkelon,commercial,34.5677867,31.649854,bottle,liquid containers,female,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 13:04:00,Ashkelon,commercial,34.5677867,31.649854,tincan,liquid containers,male,50-69,positive,
2021-07-19 13:15:00,Ashkelon,commercial,34.5677867,31.649854,cigarette,cigarettes,male,20-29,positive,
2021-07-19 13:18:00,Ashkelon,commercial,34.5677867,31.649854,tincan,liquid containers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 12:54:00,Ashkelon,leisure,34.5715211,31.6892228,package,wrappers,male,10-19,positive,
2021-07-19 12:55:00,Ashkelon,leisure,34.5715211,31.6892228,package,wrappers,male,10-19,positive,
2021-07-19 12:57:00,Ashkelon,leisure,34.5715211,31.6892228,cigarette,cigarettes,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 12:59:00,Ashkelon,leisure,34.5715211,31.6892228,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 12:54:00,Ashkelon,commercial,34.555288,31.6531044,paper,biodegradables,male,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 12:58:00,Ashkelon,commercial,34.555288,31.6531044,cup,wrappers,male,70 ומעלה,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:00:00,Ashkelon,commercial,34.555288,31.6531044,other,misc,male,70 ומעלה,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:01:00,Ashkelon,commercial,34.555288,31.6531044,cigarette,cigarettes,male,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 13:01:00,Ashkelon,commercial,34.555288,31.6531044,cardboard,biodegradables,male,30-49,negative,הפח היה מלא
2021-07-19 13:02:00,Ashkelon,commercial,34.555288,31.6531044,cardboard,biodegradables,male,20-29,negative,הפח היה מלא
2021-07-19 13:03:00,Ashkelon,commercial,34.5651876,31.6678047,bag,wrappers,male,30-49,positive,
2021-07-19 13:04:00,Ashkelon,commercial,34.5651876,31.6678047,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:06:00,Ashkelon,commercial,34.5651876,31.6678047,paper,biodegradables,male,10-19,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-07-19 13:08:00,Ashkelon,commercial,34.5651876,31.6678047,paper,biodegradables,male,50-69,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 13:10:00,Ashkelon,commercial,34.5651876,31.6678047,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:11:00,Ashkelon,commercial,34.5651876,31.6678047,cup,wrappers,female,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 13:18:00,Ashkelon,commercial,34.5651876,31.6678047,bag,wrappers,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 13:28:00,Ashkelon,commercial,34.5651876,31.6678047,other,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:29:00,Ashkelon,commercial,34.5651876,31.6678047,cigarette,cigarettes,male,70 ומעלה,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:25:00,Ashkelon,commercial,34.5823667,31.6727075,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:35:00,Ashkelon,commercial,34.5823667,31.6727075,cardboard,biodegradables,male,30-49,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-07-19 13:38:00,Ashkelon,commercial,34.5823667,31.6727075,mask,misc,female,30-49,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-07-19 13:39:00,Ashkelon,commercial,34.5823667,31.6727075,poop,biodegradables,male,20-29,positive,
2021-07-19 13:49:00,Ashkelon,commercial,34.5823667,31.6727075,package,wrappers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-07-19 13:53:00,Ashkelon,commercial,34.5823667,31.6727075,cardboard,biodegradables,male,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 13:54:00,Ashkelon,commercial,34.5823667,31.6727075,tincan,liquid containers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:37:00,Ashkelon,leisure,34.555148,31.6531726,package,wrappers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-07-19 13:38:00,Ashkelon,leisure,34.555148,31.6531726,cigarette,cigarettes,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-19 13:38:00,Ashkelon,leisure,34.555148,31.6531726,bag,wrappers,female,30-49,positive,
2021-07-19 13:39:00,Ashkelon,leisure,34.555148,31.6531726,bag,wrappers,female,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 13:27:00,Ashkelon,leisure,34.555148,31.6531726,paper,biodegradables,female,70 ומעלה,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 13:41:00,Ashkelon,leisure,34.555148,31.6531726,cigarette filter,cigarettes,male,20-29,positive,
2021-07-19 13:47:00,Ashkelon,commercial,34.584622,31.6560269,cup,wrappers,male,10-19,positive,
2021-07-19 13:48:00,Ashkelon,commercial,34.584622,31.6560269,other,misc,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-07-19 13:49:00,Ashkelon,commercial,34.584622,31.6560269,cigarette filter,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 13:53:00,Ashkelon,commercial,34.584622,31.6560269,package,wrappers,male,10-19,positive,
2021-07-19 14:00:00,Ashkelon,commercial,34.584622,31.6560269,cigarette,cigarettes,male,30-49,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 14:03:00,Ashkelon,commercial,34.584622,31.6560269,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 14:20:00,Ashkelon,commercial,34.584622,31.6560269,bottle,liquid containers,female,20-29,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-07-19 14:09:00,Ashkelon,leisure,34.5704222,31.693404,other,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 14:11:00,Ashkelon,leisure,34.5704222,31.693404,cup,wrappers,male,50-69,positive,
2021-07-19 14:35:00,Ashkelon,commercial,34.5585168,31.6660404,other,misc,male,30-49,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 14:36:00,Ashkelon,commercial,34.5585168,31.6660404,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 14:37:00,Ashkelon,commercial,34.5585168,31.6660404,cigarette,cigarettes,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 14:39:00,Ashkelon,commercial,34.5585168,31.6660404,bag,wrappers,female,50-69,positive,
2021-07-19 14:40:00,Ashkelon,commercial,34.5585168,31.6660404,package,wrappers,male,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 14:42:00,Ashkelon,commercial,34.5585168,31.6660404,cardboard,biodegradables,male,50-69,positive,
2021-07-19 14:20:00,Ashkelon,residential,34.5601037,31.6506865,bottle,liquid containers,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 14:23:00,Ashkelon,residential,34.5601037,31.6506865,poop,biodegradables,male,20-29,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-07-19 14:27:00,Ashkelon,residential,34.5601037,31.6506865,cardboard,biodegradables,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 14:30:00,Ashkelon,residential,34.5601037,31.6506865,box,wrappers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 14:36:00,Ashkelon,residential,34.5677385,31.6512175,bottle,liquid containers,female,10-19,positive,
2021-07-19 14:56:00,Ashkelon,residential,34.5677385,31.6512175,tincan,liquid containers,male,30-49,positive,
2021-07-19 15:01:00,Ashkelon,residential,34.5677385,31.6512175,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:12:00,Ashkelon,commercial,34.5561779,31.6550763,cigarette,cigarettes,female,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:20:00,Ashkelon,commercial,34.5561779,31.6550763,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:21:00,Ashkelon,commercial,34.5561779,31.6550763,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:25:00,Ashkelon,commercial,34.5561779,31.6550763,snack,misc,male,10-19,positive,
2021-07-19 15:26:00,Ashkelon,commercial,34.5561779,31.6550763,cardboard,biodegradables,male,30-49,positive,
2021-07-19 15:27:00,Ashkelon,commercial,34.5561779,31.6550763,other,misc,female,30-49,positive,
2021-07-19 15:27:00,Ashkelon,commercial,34.5561779,31.6550763,cigarette,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 14:48:00,Ashkelon,commercial,34.5654088,31.6546163,cup,wrappers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 15:05:00,Ashkelon,commercial,34.5654088,31.6546163,box,wrappers,male,30-49,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 15:10:00,Ashkelon,commercial,34.5654088,31.6546163,tincan,liquid containers,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 15:15:00,Ashkelon,commercial,34.5654088,31.6546163,bottle,liquid containers,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-07-19 15:02:00,Ashkelon,residential,34.5848417,31.655959,bag,wrappers,female,30-49,positive,
2021-07-19 15:12:00,Ashkelon,residential,34.5848417,31.655959,box,wrappers,female,30-49,positive,
2021-07-19 15:20:00,Ashkelon,residential,34.5848417,31.655959,poop,biodegradables,female,20-29,negative,בעל חיים הוציא את הלכלוך מהפח
2021-07-19 15:26:00,Ashkelon,residential,34.5848417,31.655959,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:52:00,Ashkelon,residential,34.5848417,31.655959,bottle,liquid containers,male,20-29,positive,
2021-07-19 15:41:00,Ashkelon,residential,34.5674089,31.6519703,bottle,liquid containers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 15:45:00,Ashkelon,residential,34.5674089,31.6519703,package,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:49:00,Ashkelon,residential,34.5674089,31.6519703,other,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 15:52:00,Ashkelon,residential,34.5674089,31.6519703,package,wrappers,female,5-9,positive,
2021-07-19 15:57:00,Ashkelon,leisure,34.5691459,31.6812765,bottle,liquid containers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 16:00:00,Ashkelon,leisure,34.5691459,31.6812765,cup,wrappers,female,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-07-19 16:12:00,Ashkelon,leisure,34.5691459,31.6812765,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 16:57:00,Ashkelon,leisure,34.5691459,31.6812765,package,wrappers,female,30-49,positive,
2021-07-19 16:58:00,Ashkelon,leisure,34.5691459,31.6812765,package,wrappers,female,5-9,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-07-19 16:21:00,Ashkelon,leisure,34.5831423,31.6776857,bag,wrappers,male,50-69,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-07-19 16:25:00,Ashkelon,leisure,34.5831423,31.6776857,snack,misc,female,5-9,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-07-19 16:30:00,Ashkelon,leisure,34.5831423,31.6776857,mask,misc,female,50-69,positive,
2021-07-19 16:41:00,Ashkelon,leisure,34.5831423,31.6776857,mask,misc,female,30-49,negative,ילד שנתן פריט לכלוך להורה וההורה השליך את פריט הלכלוך
2021-07-19 16:28:00,Ashkelon,commercial,34.5857339,31.6516796,cigarette filter,cigarettes,female,30-49,positive,
2021-07-19 16:39:00,Ashkelon,commercial,34.5857339,31.6516796,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 16:37:00,Ashkelon,commercial,34.5857339,31.6516796,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 16:53:00,Ashkelon,commercial,34.5857339,31.6516796,cup,wrappers,male,10-19,positive,
2021-07-19 16:54:00,Ashkelon,commercial,34.5857339,31.6516796,cigarette filter,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 16:45:00,Ashkelon,industrial,34.5986006,31.6655536,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 16:51:00,Ashkelon,industrial,34.5986006,31.6655536,other,misc,female,20-29,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-07-19 16:56:00,Ashkelon,industrial,34.5986006,31.6655536,cup,wrappers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 17:21:00,Ashkelon,industrial,34.5992748,31.664745,tincan,liquid containers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-07-19 17:23:00,Ashkelon,industrial,34.5992748,31.664745,cardboard,biodegradables,male,20-29,positive,
2021-07-19 17:24:00,Ashkelon,industrial,34.5992748,31.664745,cigarette,cigarettes,male,30-49,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
2021-07-19 17:19:00,Ashkelon,leisure,34.5760195,31.660503,bottle,liquid containers,male,5-9,positive,
2021-07-19 17:20:00,Ashkelon,leisure,34.5760195,31.660503,bag,wrappers,female,5-9,positive,
2021-07-19 17:30:00,Ashkelon,leisure,34.5760195,31.660503,tincan,liquid containers,male,30-49,positive,
2021-07-19 17:31:00,Ashkelon,leisure,34.5760195,31.660503,mask,misc,female,5-9,negative,פריט הלכלוך נפל בלי כוונה (כדור פלפל
