incident_time,city,location_type,longitude,latitude,subcategory,category,gender,age,attitude,notes
2021-08-25 17:02:00,Beer Sheva,residential,34.7767324,31.2653856,bag,wrappers,female,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 17:13:00,Beer Sheva,residential,34.7767324,31.2653856,bag,wrappers,female,30-49,positive,
2021-08-25 17:14:00,Beer Sheva,residential,34.7930645,31.2538796,mask,misc,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-25 17:15:00,Beer Sheva,residential,34.7930645,31.2538796,other,misc,female,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-25 17:19:00,Beer Sheva,residential,34.7930645,31.2538796,cigarette filter,cigarettes,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-25 17:22:00,Beer Sheva,residential,34.7930645,31.2538796,package,wrappers,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-25 17:24:00,Beer Sheva,residential,34.7930645,31.2538796,mask,misc,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-25 17:29:00,Beer Sheva,residential,34.7930645,31.2538796,other,misc,female,5-9,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-08-25 17:29:00,Beer Sheva,residential,34.7930645,31.2538796,mask,misc,male,30-49,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-25 17:38:00,Beer Sheva,residential,34.7930645,31.2538796,tincan,liquid containers,female,30-49,positive,
2021-08-25 17:40:00,Beer Sheva,residential,34.7930645,31.2538796,cigarette filter,cigarettes,male,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-25 17:43:00,Beer Sheva,residential,34.7930645,31.2538796,package,wrappers,male,10-19,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-25 17:43:00,Beer Sheva,residential,34.7930645,31.2538796,mask,misc,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-25 17:26:00,Beer Sheva,leisure,34.7724187,31.2525869,mask,misc,female,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 17:29:00,Beer Sheva,leisure,34.7724187,31.2525869,mask,misc,female,10-19,negative,ילד שהשליך פריט לכלוך
2021-08-25 17:34:00,Beer Sheva,leisure,34.7724187,31.2525869,snack,misc,female,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-25 17:53:00,Beer Sheva,leisure,34.7724187,31.2525869,mask,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 18:03:00,Beer Sheva,residential,34.7777505,31.266529,paper,biodegradables,male,5-9,negative,ילד עומד בתור למתקן משחקים והשליך את הפסולת (לא רצה לצאת מהתור)
2021-08-25 18:07:00,Beer Sheva,residential,34.7777505,31.266529,tincan,liquid containers,male,10-19,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-08-25 18:10:00,Beer Sheva,residential,34.7777505,31.266529,snack,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 18:13:00,Beer Sheva,residential,34.7777505,31.266529,bag,wrappers,female,30-49,positive,
2021-08-25 18:22:00,Beer Sheva,residential,34.7777505,31.266529,cigarette,cigarettes,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 18:44:00,Beer Sheva,leisure,34.7762137,31.2544746,other,misc,female,30-49,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-25 18:45:00,Beer Sheva,leisure,34.7762137,31.2544746,cup,wrappers,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-08-25 18:45:00,Beer Sheva,leisure,34.7762137,31.2544746,snack,misc,female,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-25 18:46:00,Beer Sheva,leisure,34.7762137,31.2544746,cigarette,cigarettes,male,20-29,negative,הפח היה מלא
2021-08-25 18:47:00,Beer Sheva,leisure,34.7762137,31.2544746,other,misc,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-25 18:48:00,Beer Sheva,leisure,34.7762137,31.2544746,mask,misc,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 18:50:00,Beer Sheva,leisure,34.7762137,31.2544746,mask,misc,male,10-19,negative,ילד שהשליך פריט לכלוך
2021-08-25 18:52:00,Beer Sheva,leisure,34.7762137,31.2544746,bottle,liquid containers,female,20-29,negative,הפח היה מלא
2021-08-25 18:52:00,Beer Sheva,leisure,34.7762137,31.2544746,cup,wrappers,female,10-19,negative,ילד שהשליך פריט לכלוך
2021-08-25 18:54:00,Beer Sheva,leisure,34.7762137,31.2544746,other,misc,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-25 18:54:00,Beer Sheva,leisure,34.7762137,31.2544746,bag,wrappers,female,20-29,positive,
2021-08-25 18:55:00,Beer Sheva,leisure,34.7762137,31.2544746,cigarette filter,cigarettes,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 18:56:00,Beer Sheva,leisure,34.7762137,31.2544746,poop,biodegradables,female,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-25 19:02:00,Beer Sheva,residential,34.7801065,31.2669893,bag,wrappers,female,50-69,positive,
2021-08-25 19:06:00,Beer Sheva,residential,34.7801065,31.2669893,bag,wrappers,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-25 19:12:00,Beer Sheva,residential,34.7801065,31.2669893,tincan,liquid containers,male,30-49,positive,
2021-08-25 19:15:00,Beer Sheva,residential,34.7801065,31.2669893,mask,misc,male,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-08-25 19:19:00,Beer Sheva,residential,34.7801065,31.2669893,other,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 19:42:00,Beer Sheva,residential,34.774876,31.2532025,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-25 19:51:00,Beer Sheva,residential,34.774876,31.2532025,cup,wrappers,male,30-49,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-25 20:01:00,Beer Sheva,residential,34.774876,31.2532025,mask,misc,female,30-49,positive,
2021-08-25 20:08:00,Beer Sheva,residential,34.774876,31.2532025,bottle,liquid containers,female,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-25 20:19:00,Beer Sheva,commercial,34.7989081,31.2438605,bag,wrappers,male,10-19,positive,
2021-08-25 20:28:00,Beer Sheva,commercial,34.7989081,31.2438605,cigarette filter,cigarettes,male,70 ומעלה,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-25 20:43:00,Beer Sheva,commercial,34.7989081,31.2438605,cardboard,biodegradables,female,30-49,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-25 20:52:00,Beer Sheva,commercial,34.7989081,31.2438605,bottle,liquid containers,male,10-19,positive,
2021-08-25 21:06:00,Beer Sheva,commercial,34.7989081,31.2438605,cup,wrappers,female,30-49,positive,
2021-08-26 10:07:00,Beer Sheva,commercial,34.7974745,31.2551314,cigarette,cigarettes,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 10:18:00,Beer Sheva,commercial,34.7974745,31.2551314,cup,wrappers,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 10:42:00,Beer Sheva,commercial,34.7974745,31.2551314,bag,wrappers,female,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-26 11:22:00,Beer Sheva,commercial,34.799181,31.2455536,cigarette,cigarettes,female,20-29,positive,
2021-08-26 11:27:00,Beer Sheva,commercial,34.799181,31.2455536,other,misc,male,10-19,positive,
2021-08-26 11:42:00,Beer Sheva,commercial,34.799181,31.2455536,cigarette,cigarettes,male,30-49,positive,
2021-08-26 11:45:00,Beer Sheva,commercial,34.799181,31.2455536,mask,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 11:52:00,Beer Sheva,commercial,34.799181,31.2455536,other,misc,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 11:48:00,Beer Sheva,residential,34.7650907,31.2544375,cigarette filter,cigarettes,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 11:51:00,Beer Sheva,residential,34.7650907,31.2544375,other,misc,male,10-19,positive,
2021-08-26 12:00:00,Beer Sheva,residential,34.7650907,31.2544375,bottle,liquid containers,female,5-9,negative,ילד עומד בתור למתקן משחקים והשליך את הפסולת (לא רצה לצאת מהתור)
2021-08-26 12:05:00,Beer Sheva,residential,34.7650907,31.2544375,package,wrappers,male,20-29,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-08-26 12:09:00,Beer Sheva,residential,34.7650907,31.2544375,cigarette,cigarettes,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-08-26 12:19:00,Beer Sheva,residential,34.7650907,31.2544375,package,wrappers,female,30-49,positive,
2021-08-26 12:26:00,Beer Sheva,residential,34.7650907,31.2544375,snack,misc,female,10-19,positive,
2021-08-26 12:32:00,Beer Sheva,commercial,34.8000345,31.2456914,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 12:39:00,Beer Sheva,commercial,34.8000345,31.2456914,paper,biodegradables,female,20-29,positive,
2021-08-26 12:45:00,Beer Sheva,commercial,34.8000345,31.2456914,snack,misc,male,5-9,negative,ילד שהשליך פריט לכלוך
2021-08-26 12:52:00,Beer Sheva,commercial,34.8000345,31.2456914,mask,misc,male,20-29,positive,
2021-08-26 12:56:00,Beer Sheva,commercial,34.8000345,31.2456914,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 13:40:00,Beer Sheva,commercial,34.8003117,31.2440144,bottle,liquid containers,female,30-49,positive,
2021-08-26 13:37:00,Beer Sheva,commercial,34.8003117,31.2440144,cigarette,cigarettes,female,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 13:37:00,Beer Sheva,commercial,34.8003117,31.2440144,cigarette,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 13:43:00,Beer Sheva,commercial,34.8003117,31.2440144,bottle,liquid containers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 13:45:00,Beer Sheva,commercial,34.8003117,31.2440144,tincan,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 14:01:00,Beer Sheva,commercial,34.8003117,31.2440144,bottle,liquid containers,male,30-49,positive,
2021-08-26 14:52:00,Beer Sheva,public,34.79948,31.2436967,cigarette,cigarettes,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 15:01:00,Beer Sheva,public,34.79948,31.2436967,bottle,liquid containers,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 15:08:00,Beer Sheva,public,34.79948,31.2436967,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 15:10:00,Beer Sheva,public,34.79948,31.2436967,package,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 15:11:00,Beer Sheva,public,34.79948,31.2436967,package,wrappers,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 15:17:00,Beer Sheva,public,34.79948,31.2436967,cigarette,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 15:20:00,Beer Sheva,public,34.79948,31.2436967,cigarette,cigarettes,male,30-49,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-08-26 16:01:00,Beer Sheva,commercial,34.7962693,31.2435449,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 16:07:00,Beer Sheva,commercial,34.7962693,31.2435449,cup,wrappers,male,20-29,positive,
2021-08-26 16:10:00,Beer Sheva,commercial,34.7962693,31.2435449,tincan,liquid containers,male,30-49,positive,
2021-08-26 16:12:00,Beer Sheva,commercial,34.7962693,31.2435449,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 16:26:00,Beer Sheva,commercial,34.7962693,31.2435449,package,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 17:34:00,Beer Sheva,commercial,34.7912517,31.2491103,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 17:38:00,Beer Sheva,commercial,34.7912517,31.2491103,mask,misc,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-26 17:46:00,Beer Sheva,commercial,34.7912517,31.2491103,bag,wrappers,female,30-49,positive,
2021-08-26 17:50:00,Beer Sheva,commercial,34.7912517,31.2491103,cup,wrappers,male,30-49,positive,
2021-08-26 17:53:00,Beer Sheva,commercial,34.7912517,31.2491103,cigarette filter,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 18:06:00,Beer Sheva,residential,34.762131,31.2686222,cigarette,cigarettes,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-26 18:10:00,Beer Sheva,residential,34.762131,31.2686222,cigarette filter,cigarettes,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-26 18:14:00,Beer Sheva,residential,34.762131,31.2686222,tincan,liquid containers,female,10-19,negative,ילד שהשליך פריט לכלוך
2021-08-26 18:13:00,Beer Sheva,residential,34.762131,31.2686222,cup,wrappers,female,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 18:19:00,Beer Sheva,residential,34.762131,31.2686222,bag,wrappers,male,20-29,positive,
2021-08-26 18:41:00,Beer Sheva,residential,34.7657993,31.2633202,paper,biodegradables,male,10-19,positive,
2021-08-26 18:46:00,Beer Sheva,residential,34.7657993,31.2633202,bag,wrappers,male,30-49,positive,
2021-08-26 18:51:00,Beer Sheva,residential,34.7657993,31.2633202,cigarette,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 19:03:00,Beer Sheva,residential,34.7657993,31.2633202,bag,wrappers,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 19:44:00,Beer Sheva,commercial,34.7828627,31.2510322,cigarette,cigarettes,male,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 19:47:00,Beer Sheva,commercial,34.7828627,31.2510322,cigarette,cigarettes,male,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 19:48:00,Beer Sheva,commercial,34.7828627,31.2510322,cigarette,cigarettes,female,50-69,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-26 19:56:00,Beer Sheva,commercial,34.7828627,31.2510322,bottle,liquid containers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 19:59:00,Beer Sheva,commercial,34.7828627,31.2510322,paper,biodegradables,female,10-19,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-08-26 20:51:00,Beer Sheva,commercial,34.7943267,31.2583114,cigarette,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-26 20:55:00,Beer Sheva,commercial,34.7943267,31.2583114,cigarette,cigarettes,male,30-49,positive,
2021-08-26 21:00:00,Beer Sheva,commercial,34.7943267,31.2583114,bag,wrappers,male,20-29,positive,
2021-08-26 21:03:00,Beer Sheva,commercial,34.7943267,31.2583114,bottle,liquid containers,male,30-49,positive,
2021-08-26 21:11:00,Beer Sheva,commercial,34.7943267,31.2583114,paper,biodegradables,female,20-29,positive,
2021-08-29 11:30:00,Beer Sheva,residential,34.7765881,31.2441012,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 11:34:00,Beer Sheva,residential,34.7765881,31.2441012,other,misc,female,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 11:42:00,Beer Sheva,residential,34.7765881,31.2441012,other,misc,male,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 11:51:00,Beer Sheva,residential,34.7765881,31.2441012,other,misc,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 11:56:00,Beer Sheva,residential,34.7765881,31.2441012,bag,wrappers,female,30-49,positive,
2021-08-29 12:30:00,Beer Sheva,residential,34.7678482,31.2490284,bag,wrappers,male,50-69,positive,
2021-08-29 12:34:00,Beer Sheva,residential,34.7678482,31.2490284,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 12:36:00,Beer Sheva,residential,34.7678482,31.2490284,tincan,liquid containers,male,10-19,positive,
2021-08-29 12:41:00,Beer Sheva,residential,34.7678482,31.2490284,other,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 12:48:00,Beer Sheva,residential,34.7678482,31.2490284,cigarette filter,cigarettes,female,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 12:41:00,Beer Sheva,commercial,34.7751412,31.2383947,cigarette filter,cigarettes,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-29 12:46:00,Beer Sheva,commercial,34.7751412,31.2383947,cardboard,biodegradables,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 12:50:00,Beer Sheva,commercial,34.7751412,31.2383947,cigarette,cigarettes,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-29 12:50:00,Beer Sheva,commercial,34.7751412,31.2383947,cigarette filter,cigarettes,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-29 12:53:00,Beer Sheva,commercial,34.7751412,31.2383947,mask,misc,male,20-29,positive,
2021-08-29 12:52:00,Beer Sheva,commercial,34.7751412,31.2383947,bottle,liquid containers,male,20-29,positive,
2021-08-29 12:57:00,Beer Sheva,commercial,34.7751412,31.2383947,package,wrappers,male,20-29,positive,
2021-08-29 13:04:00,Beer Sheva,commercial,34.7751412,31.2383947,mask,misc,male,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-29 13:08:00,Beer Sheva,commercial,34.7751412,31.2383947,cigarette filter,cigarettes,male,30-49,positive,
2021-08-29 14:21:00,Beer Sheva,residential,34.7756419,31.2374274,cigarette filter,cigarettes,male,30-49,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-29 14:24:00,Beer Sheva,residential,34.7756419,31.2374274,snack,misc,male,5-9,positive,
2021-08-29 14:30:00,Beer Sheva,residential,34.7756419,31.2374274,other,misc,female,20-29,positive,
2021-08-29 14:32:00,Beer Sheva,residential,34.7756419,31.2374274,cigarette filter,cigarettes,male,10-19,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-08-29 14:33:00,Beer Sheva,residential,34.7756419,31.2374274,mask,misc,male,20-29,positive,
2021-08-29 14:37:00,Beer Sheva,residential,34.7756419,31.2374274,cigarette filter,cigarettes,female,10-19,positive,
2021-08-29 14:38:00,Beer Sheva,residential,34.7756419,31.2374274,paper,biodegradables,male,20-29,positive,
2021-08-29 13:49:00,Beer Sheva,residential,34.7756419,31.2374274,cigarette filter,cigarettes,female,20-29,positive,
2021-08-29 15:39:00,Beer Sheva,residential,34.7606393,31.248016,bottle,liquid containers,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 15:41:00,Beer Sheva,residential,34.7606393,31.248016,cigarette,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 15:47:00,Beer Sheva,residential,34.7606393,31.248016,bag,wrappers,male,50-69,positive,
2021-08-29 15:50:00,Beer Sheva,residential,34.7606393,31.248016,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 15:54:00,Beer Sheva,residential,34.7606393,31.248016,other,misc,male,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 16:44:00,Beer Sheva,residential,34.7641611,31.23768,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 16:51:00,Beer Sheva,residential,34.7641611,31.23768,bag,wrappers,female,30-49,positive,
2021-08-29 16:56:00,Beer Sheva,residential,34.7641611,31.23768,tincan,liquid containers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 17:00:00,Beer Sheva,residential,34.7641611,31.23768,bag,wrappers,female,5-9,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 17:04:00,Beer Sheva,residential,34.7641611,31.23768,bottle,liquid containers,male,20-29,positive,
2021-08-29 17:43:00,Beer Sheva,residential,34.7921216,31.2283798,bottle,liquid containers,male,20-29,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-29 17:45:00,Beer Sheva,residential,34.7921216,31.2283798,cup,wrappers,male,10-19,negative,אנשים שישבו בשטח נקודת המדידה והשאירו אחריהם פריטי לכלוך
2021-08-29 17:49:00,Beer Sheva,residential,34.7921216,31.2283798,other,misc,female,20-29,positive,
2021-08-29 18:00:00,Beer Sheva,residential,34.7921216,31.2283798,bottle,liquid containers,male,10-19,positive,
2021-08-29 18:01:00,Beer Sheva,residential,34.7921216,31.2283798,cigarette filter,cigarettes,female,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-29 18:03:00,Beer Sheva,residential,34.7921216,31.2283798,cigarette filter,cigarettes,female,20-29,positive,
2021-08-29 18:06:00,Beer Sheva,residential,34.7921216,31.2283798,bag,wrappers,male,30-49,positive,
2021-08-29 18:14:00,Beer Sheva,residential,34.7921216,31.2283798,cigarette,cigarettes,male,20-29,positive,
2021-08-29 18:20:00,Beer Sheva,residential,34.7921216,31.2283798,cup,wrappers,female,20-29,positive,
2021-08-29 18:24:00,Beer Sheva,residential,34.7921216,31.2283798,bag,wrappers,male,20-29,positive,
2021-08-29 18:29:00,Beer Sheva,residential,34.7921216,31.2283798,cigarette,cigarettes,male,10-19,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-08-29 18:31:00,Beer Sheva,residential,34.7921216,31.2283798,poop,biodegradables,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-29 17:51:00,Beer Sheva,residential,34.7754596,31.2400348,mask,misc,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 17:54:00,Beer Sheva,residential,34.7754596,31.2400348,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-29 18:00:00,Beer Sheva,residential,34.7754596,31.2400348,bag,wrappers,male,10-19,positive,
2021-08-29 18:08:00,Beer Sheva,residential,34.7754596,31.2400348,other,misc,female,30-49,positive,
2021-08-29 18:14:00,Beer Sheva,residential,34.7754596,31.2400348,tincan,liquid containers,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-29 19:12:00,Beer Sheva,residential,34.7546409,31.2699177,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-31 12:27:00,Beer Sheva,residential,34.8050401,31.2540361,package,wrappers,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-31 12:31:00,Beer Sheva,residential,34.8050401,31.2540361,cigarette filter,cigarettes,male,20-29,negative,אנשים מחפשים פח ואין פחים (בכלל או בכמות מספקת)
2021-08-31 12:35:00,Beer Sheva,residential,34.8050401,31.2540361,cigarette filter,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-31 12:49:00,Beer Sheva,residential,34.8050401,31.2540361,cup,wrappers,male,20-29,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-31 12:56:00,Beer Sheva,residential,34.8050401,31.2540361,cigarette,cigarettes,male,30-49,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-31 13:00:00,Beer Sheva,residential,34.8050401,31.2540361,snack,misc,male,10-19,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-08-31 13:41:00,Beer Sheva,leisure,34.7989252,31.2667026,cigarette filter,cigarettes,male,20-29,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-31 13:48:00,Beer Sheva,leisure,34.7989252,31.2667026,cup,wrappers,male,20-29,positive,
2021-08-31 13:53:00,Beer Sheva,leisure,34.7989252,31.2667026,bottle,liquid containers,female,10-19,positive,
2021-08-31 14:03:00,Beer Sheva,leisure,34.7989252,31.2667026,other,misc,female,50-69,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
2021-08-31 14:12:00,Beer Sheva,leisure,34.7989252,31.2667026,bag,wrappers,male,10-19,positive,
2021-08-31 14:19:00,Beer Sheva,leisure,34.7989252,31.2667026,tincan,liquid containers,male,10-19,positive,
2021-08-31 14:26:00,Beer Sheva,leisure,34.7989252,31.2667026,other,misc,female,20-29,positive,
2021-08-31 14:50:00,Beer Sheva,residential,34.7965544,31.2620254,cigarette filter,cigarettes,male,10-19,negative,"פריט הלכלוך ""נפל מהיד"" כדרך להסוות את פעולה ההשלכה"
2021-08-31 14:54:00,Beer Sheva,residential,34.7965544,31.2620254,cigarette,cigarettes,male,30-49,positive,
2021-08-31 15:01:00,Beer Sheva,residential,34.7965544,31.2620254,mask,misc,female,10-19,positive,
2021-08-31 15:14:00,Beer Sheva,residential,34.7965544,31.2620254,bag,wrappers,female,30-49,positive,
2021-08-31 15:20:00,Beer Sheva,residential,34.7965544,31.2620254,cigarette filter,cigarettes,male,20-29,negative,ההשלכה מתרחשת סביב נקודות ספציפיות באוזר המדידה
2021-08-31 15:29:00,Beer Sheva,residential,34.7965544,31.2620254,cigarette filter,cigarettes,male,20-29,negative,ההשלכה מתרחשת במקומות בהם יש כבר הרבה לכלוך
2021-08-31 15:33:00,Beer Sheva,residential,34.7965544,31.2620254,cigarette,cigarettes,male,20-29,negative,אדם עמד להיכנס למבנה וזרק את פריט הלכלוך לפני הכניסה למבנה
2021-08-31 15:57:00,Beer Sheva,residential,34.7773174,31.2640831,cigarette filter,cigarettes,male,10-19,negative,נראה היה שפריט הלכלוך הושלך בכוונה.
